Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Swakelola,-,43030291,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Pelaksanaan Uji Laik Operasi Penyelenggaraan Telekomunikasi,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,38285000
Swakelola,-,42927604,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000298 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian Dukungan Kegiatan) - Rencana Komunikasi Strategis Pemerintah Tahunan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,108928000
Penyedia,Jasa Lainnya,63184160,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001060 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota - Transportasi - Evaluasi Alternatif Kebijakan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,6625000
Penyedia,Barang,66870075,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PENGADAAN MEUBELAIR PUSAT MONITORING TELEKOMUKASI TA 2026,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,200000000
Swakelola,-,42765965,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan ( UJIAN NEGARA AMATIR RADIO ),BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Tidak,APBN,2026,2580000
Swakelola,-,43135767,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Uang Harian, Transportasi, dan Akomodasi",BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA BANJARMASIN,Tidak,APBN,2026,140200000
Penyedia,Barang,66251502,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,25000000
Penyedia,Barang,66251563,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,16954000
Penyedia,Barang,66397885,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa Pelatihan Pandu Literasi Digital Segmen Pelaku Usaha dan Perempuan,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,27019000
Swakelola,-,43258836,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Honorarium Anggota,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Tidak,APBN,2026,3000000
Penyedia,Jasa Lainnya,63184510,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,01620 - Belanja Jasa Lainnya - Digital Campaign melalui media sosial dan website - Diseminasi Informasi melalui media baru (Media Sosial dan Media Online),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1238947000
Penyedia,Barang,64599719,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Pakaian Kerja Tenaga Teknis,SEKOLAH TINGGI MULTI MEDIA MMTC YOGYAKARTA,Ya,APBN,2026,62985000
Swakelola,-,43030331,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa Asistensi Fasilitasi Pendampingan Usaha Penyelenggaraan Telekomunikasi,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,73632000
Swakelola,-,43030385,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Penyediaan Dukungan Kebutuhan Layanan Perizinan Penyelenggaraan Telekomunikasi,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,156800000
Penyedia,Jasa Lainnya,62182292,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Sewa Lahan Transportable Kantor Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Ya,APBN,2026,199200000
Penyedia,Jasa Konsultansi,64292473,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya Jasa Konsultan Perencanaan Kontruksi,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BANDA ACEH,Ya,APBN,2026,45275000
Penyedia,Barang,65069697,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,TV Wall Monitoring Slave/Transportable,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SEMARANG,Ya,APBN,2026,200000000
Swakelola,-,42135634,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional dan Pemeliharaan Kantor,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I BANDUNG,Tidak,APBN,2026,293034000
Penyedia,Jasa Lainnya,63301387,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Pengelolaan Pengawasan Program Kerja Mitra Inspektorat I,INSPEKTORAT JENDERAL,Ya,APBN,2026,9576000
Penyedia,Jasa Lainnya,63457602,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Tenaga Outsourcing (Cleaning Service) Balmon SFR Kelas I Pekanbaru ,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Ya,APBN,2026,260000000
Swakelola,-,43031545,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Kerjasama Loket Pelayanan Publik di Bidang Pos,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,23000000
Swakelola,-,42718964,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002343 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Penyusunan NSPK Standarisasi Konten Program Prioritas Pemerintah,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,22500000
Penyedia,Barang,63185014,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002079 - Belanja Bahan - Pengadaan Konsumsi Rapat - Monitoring dan Evaluasi Pengelolaan Komunikasi Publik terkait Perlindungan Sosial,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,7209000
Penyedia,Barang,65959057,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan gedung kantor,SEKOLAH TINGGI MULTI MEDIA MMTC YOGYAKARTA,Ya,APBN,2026,1080000000
Penyedia,Jasa Lainnya,66090462,Tender,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa pemutakhiran Peta Rencana Arsitektur SPBE Ditjen Ekosistem Digital,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,583650000
Penyedia,Barang,66251685,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,38880000
Penyedia,Jasa Lainnya,64308148,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL," Jasa Pengatur Acara dan Sistem Multimedia Kegiatan “Semantik” Peluncuran Peraturan Menteri Komdigi Tentang Registrasi Pelanggan Jasa Telekomunikasi Melalui Jaringan Bergerak Seluler",DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,800000000
Penyedia,Jasa Lainnya,66225752,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL," Iklan Layanan/Edukasi Penggunaan Spektrum Frekuensi Radio di Platform Youtube  Media Sosial Lainnya",LOKA MONITOR SPEKTRUM FREKUENSI RADIO GORONTALO,Ya,APBN,2026,38000000
Penyedia,Jasa Lainnya,66007545,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Tiket Jakarta - Samarinda/PP,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,5562000
Penyedia,Jasa Lainnya,66873520,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PENGELOLAAN MANAJEMEN MEDIA PELAYANAN PUBLIK - LANID,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,135420000
Penyedia,Barang,66871901,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Lisensi Perangkat Lunak untuk Mendukung Pelaksanaan Rasionalisasi Regulatory Cost ,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,137800000
Penyedia,Barang,66087730,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya - Pelaksanaan dan Pendampingan RB dan Pelayanan Publik,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,986000000
Swakelola,-,43145360,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Pengiriman Surat Dinas Pos Pusat,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TERNATE,Tidak,APBN,2026,8400000
Swakelola,-,41635756,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Dalam Kota,SEKRETARIAT KOMISI INFORMASI PUSAT,Tidak,APBN,2026,6875000
Penyedia,Jasa Lainnya,62659152,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,General Medical Check Up Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Ya,APBN,2026,112500000
Penyedia,Barang,62679661,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Keperluan Perkantoran,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,1464930000
Penyedia,Barang,65185276,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan UPS dan Baterry UPS,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I KUPANG,Ya,APBN,2026,100000000
Penyedia,Jasa Lainnya,63301522,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Penguatan Pengawasan Inspektorat I,INSPEKTORAT JENDERAL,Ya,APBN,2026,2394000
Swakelola,-,41705905,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sosialisasi Langsung ke Pengguna Frekuensi,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Tidak,APBN,2026,43866000
Penyedia,Barang,66769944,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Kursi Rapat,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Ya,APBN,2026,40000000
Penyedia,Jasa Lainnya,65561006,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perbaikan Peralatan Kantor,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Ya,APBN,2026,760185000
Penyedia,Barang,63795981,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelatihan Penyelenggaraan SPIP Terintegrasi,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,16400000
Swakelola,-,42169525,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Konsultan Pengukuran Indeks Transformasi Digital Nasional,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,513000000
Swakelola,-,43040438,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,6721000
Swakelola,-,43146725,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,OPERASIONAL DAN PEMELIHARAAN KANTOR LOKA MONITOR SPEKTRUM FREKUENSI RADIO KENDARI,LOKA MONITOR SPEKTRUM FREKUENSI RADIO KENDARI,Tidak,APBN,2026,1306365000
Swakelola,-,43007375,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Monitoring dan Evaluasi Organisasi,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,35020000
Penyedia,Jasa Lainnya,66122026,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL," Pengelolaan dan Pengolahan Data Spasial Penyelenggaraan Pos",DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,200000000
Swakelola,-,43112975,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perencanaan Pengadaan Barang dan Jasa Kemkomdigi,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,144978000
Penyedia,Barang,66397899,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota Pelatihan Pandu Literasi Digital Segmen Pelaku Usaha dan Perempuan,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,623852000
Penyedia,Jasa Lainnya,66466637,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,General Medical Chek Up Pegawai Balmon Jogja,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I YOGYAKARTA,Ya,APBN,2026,175000000
Penyedia,Jasa Lainnya,63184114,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001039 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Penginapan - Identifikasi Masalah,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,68600000
Penyedia,Barang,62298095,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Tempat Transportable Klaten_Balmon Jogja,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I YOGYAKARTA,Ya,APBN,2026,22050000
Penyedia,Barang,64824740,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000928 - Belanja Bahan - Penggandaan Materi - Rancangan Peraturan Menteri Komdigi terkait Pengembangan Kemitraan Komunikasi Strategis,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,952000
Penyedia,Jasa Lainnya,62329427,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PEMELIHARAAN SARANA DAN PRASARANA PERKANTORAN,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,1793593000
Swakelola,-,43030441,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa - Luar Negeri Harmonisasi Kebijakan Dan Manajemen Layanan Ekosistem Digital,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,485979000
Penyedia,Barang,66428279,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Non Operasional Lainnya,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,203000
Penyedia,Jasa Lainnya,62600236,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Langganan Internet Kantor Balmon Batam,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Ya,APBN,2026,180000000
Penyedia,Jasa Konsultansi,66496772,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Konsultansi Pengolahan Analisa Data QoS Kuartal 1,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,195082500
Penyedia,Jasa Lainnya,65369717,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000341 - Belanja Jasa Lainnya - Penyiaran Dialog Interaktif di TV Nasional - Media Elektronik Televisi dan Radio,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1686000000
Swakelola,-,43259735,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Konsumsi Rapat Monitoring Evaluasi MOTS,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Tidak,APBN,2026,980000
Swakelola,-,43003492,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelaksanaan Kegiatan Penertiban Frekuensi Radio Dan Standar Perangkat Pos Dan Informatika Dalam Kota Wilayah Sumatera Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Tidak,APBN,2026,21800000
Swakelola,-,41778531,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Persiapan dan Evaluasi Pelatihan Aparatur Digital BPSDMP Kominfo Yogyakarta 2026,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA YOGYAKARTA,Tidak,APBN,2026,15039000
Swakelola,-,43043268,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Membangun Dasar Kelembagaan dan Arsitektur Sistem,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,530143000
Penyedia,Barang,64515527,Penunjukan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002305 - Belanja Pemeliharaan Peralatan dan Mesin - Pemeliharaan Kendaraan Dinas Roda 4 (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,528000000
Swakelola,-,43108287,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Persiapan Kegiatan Penertiban Frekuensi Radio Dan Standar Perangkat Pos Dan Informatika Dalam Kota Wilayah Jawa Balmon Jakarta,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Tidak,APBN,2026,7582000
Penyedia,Barang,63301815,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Pengelolaan Pengawasan Program Kerja Mitra Inspektorat II,INSPEKTORAT JENDERAL,Ya,APBN,2026,215107000
Penyedia,Jasa Lainnya,64068730,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Pengadaan Internet Kantor, Slave dan Transportable Balmon Jogja",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I YOGYAKARTA,Ya,APBN,2026,151212000
Penyedia,Jasa Lainnya,62614475,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Tower dan Lokasi Repeater,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Ya,APBN,2026,44000000
Penyedia,Jasa Lainnya,65918342,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"002478 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota - Transport, Paket Meeting - Pengelolaan komunikasi publik terkait Akselerasi Investasi dan Perdagangan Global",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,24000000
Penyedia,Jasa Lainnya,65615342,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000447 - Belanja Jasa Lainnya - Jasa Langganan Media Monitoring Tools - Pelaksanaan Monitoring dan Analisis Isu Publik (e),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,3315000000
Penyedia,Barang,66181855,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Paket meeting fullday,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,13650000
Swakelola,-,42530696,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Ujian Negara Amatir Radio Non Reguler Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Tidak,APBN,2026,22405000
Penyedia,Barang,66183889,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Kendaraan Pimpinan Eselon II di lingkungan Ditjen Pengawasan Ruang Digital Tahun 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,1235240000
Penyedia,Jasa Lainnya,65511361,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Langganan Daya dan Jasa Balmon Manado 2026,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MANADO,Ya,APBN,2026,220000000
Swakelola,-,43259732,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Paket Data,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Tidak,APBN,2026,1200000
Penyedia,Jasa Lainnya,66166808,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota 	(GK.7450.SCA.001.051.0C),BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,99891000
Penyedia,Jasa Lainnya,63184509,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,01497 - Belanja Jasa Lainnya - Diseminiasi Informasi Kolaborasi dengan  Media Lokal - Kerjasama Pemberdayaan Media Lokal,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,637500000
Penyedia,Jasa Lainnya,63302080,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Pengelolaan Pengawasan Program Kerja Mitra Inspektorat III,INSPEKTORAT JENDERAL,Ya,APBN,2026,9576000
Penyedia,Jasa Lainnya,62243509,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Sewa Tanah Slave SMFR,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I BANDUNG,Ya,APBN,2026,38850000
Penyedia,Jasa Lainnya,62454124,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Sewa Lahan Parkir Kendaraan Kantor BPSDMP Kominfo Yogyakarta 2026,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA YOGYAKARTA,Ya,APBN,2026,75000000
Penyedia,Jasa Lainnya,66128406,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Petugas Kebersihan,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA BANDUNG,Ya,APBN,2026,157920000
Penyedia,Jasa Lainnya,65664576,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Medical Checkup,LOKA MONITOR SPEKTRUM FREKUENSI RADIO AMBON,Ya,APBN,2026,45342000
Penyedia,Barang,64800422,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Televisi Ruang Monitoring,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TERNATE,Ya,APBN,2026,70000000
Penyedia,Jasa Lainnya,62249904,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Stasiun Tetap 4 Slave Balmon Jakarta,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Tidak,APBN,2026,111200000
Penyedia,Barang,62250128,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Laptop Balmon Jakarta,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Ya,APBN,2026,75000000
Penyedia,Jasa Lainnya,66536457,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Sewa Pengharum Ruangan, Balmon Makassar",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I MAKASSAR,Ya,APBN,2026,97236000
Swakelola,-,41946391,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"DOKUMEN KAJI ULANG ISO 17025, ISO 17043, ISO 37001, PENGENDALIAN PROSES PENGUJIAN KALIBRASI, VALIDASI METODE, PENYELENGGARAAN REFRESHMENT ISO DAN UJI BANDING PENGUJIAN KALIBRASI",BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,478649000
Penyedia,Barang,65373286,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"002327 - Belanja Perjalanan Dinas Luar Kota - Penginapan, tiket, dan transport - Produksi Konten terkait Pengelolaan Komunikasi Publik Terkait Ketahanan Pangan",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,47400000
Swakelola,-,42338924,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,SBML,LOKA MONITOR SPEKTRUM FREKUENSI RADIO PANGKAL PINANG,Tidak,APBN,2026,528200000
Penyedia,Barang,63184920,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002020 - Belanja Bahan - Pengadaan Konsumsi Rapat - Rapat Koordinasi Pemetaan dan Identifikasi Isu,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,2563000
Penyedia,Barang,64828136,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001634 - Belanja Bahan - kertas F4 80 gr - Pemetaan dan Identifikasi Isu,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1616000
Swakelola,-,42719762,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002433 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Dukungan Diseminasi Informasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,266506000
Penyedia,Barang,65915306,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"002474 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting, Transport, Penginapan - Monitoring dan Evaluasi Terkait Pengelolaan komunikasi publik Makan Bergizi Gratis",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,158652000
Swakelola,-,41559083,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Persiapan Kegiatan Pemantauan, Pengukuran dan Penanganan Gangguan Frekuensi Radio Dalam Kota Wilayah Jawa Balmon Jakarta",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Tidak,APBN,2026,7200000
Penyedia,Jasa Lainnya,66704662,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota (GK.7451.RCL.001.052.0A),BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,11600000
Swakelola,-,42711521,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002364 - Belanja Jasa Profesi - Honorarium Narasumber (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,50000000
Swakelola,-,41540014,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PEMELIHARAAN KENDARAAN BERMOTOR RODA 2,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,28080000
Penyedia,Barang,62490716,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan kegiatan 7 Pokja Dewan Pers,SEKRETARIAT DEWAN PERS,Ya,APBN,2026,14931000
