Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Swakelola,-,41539041,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyusunan Rencana Kegiatan Pemantauan Frekuensi Radio Dalam Kota,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,200000
Swakelola,-,41559057,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Standar Biaya Masukan Lainnya (SBML) Balmon Jakarta,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Tidak,APBN,2026,1194000000
Penyedia,Jasa Lainnya,63054618,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perbaikan/Revitalisasi Perangkat Petir dan Grounding Stasiun Monitoring Kantor Balmon Denpasar,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Ya,APBN,2026,200000000
Swakelola,-,43029270,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Surveillance Sertifikasi ISO 9001:2015,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,66107000
Swakelola,-,42016759,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Evaluasi dan Laporan Perbaikan dan Kalibrasi Alat Pengujian,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,120085000
Penyedia,Jasa Konsultansi,66251688,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Konsultan,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,50000000
Penyedia,Barang,66181737,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Paket meeting fullday,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,13650000
Penyedia,Barang,66364958,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Sertifikasi SKKNI,BALAI PELATIHAN DAN PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,Ya,APBN,2026,45388000
Penyedia,Jasa Lainnya,63421101,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Pekerjaan Pemeliharaan Slave Station (Sukodono, Benowo, Mulyorejo)",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SURABAYA,Ya,APBN,2026,25500000
Swakelola,-,43042494,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Profesi,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,48000000
Penyedia,Barang,63184196,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001423 - Belanja Bahan - Pengadaan Konsumsi Rapat - Rapat Agenda Setting Redaksi Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,17302000
Penyedia,Jasa Lainnya,65776073,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Jasa Cleaning Service (Petugas Kebersihan), Balmon Makassar",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I MAKASSAR,Ya,APBN,2026,388162000
Penyedia,Jasa Lainnya,65093993,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000592 - Belanja Jasa lainnya - Media Luar Ruang - Diseminasi Informasi Terkait Pengelolaan komunikasi publik Makan Bergizi Gratis,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1275000000
Penyedia,Jasa Lainnya,62720936,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Alat Pengolah Data (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,186480000
Penyedia,Jasa Lainnya,66068978,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,1 Tenaga Kontrak Administrasi dan Perlengkapan Umum (Penempatan Yogyakarta Eksisting) Bulan Maret s.d. Desember 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,57332000
Penyedia,Jasa Lainnya,65874447,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Belanja Jasa Konsultan Survei Minat, Kepentingan, dan Kenyamanan Publik (MKK)",KOMISI PENYIARAN INDONESIA,Ya,APBN,2026,2400000
Swakelola,-,43026539,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Fasilitasi Sertifkasi Bidang Digital,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,78000000
Penyedia,Barang,63790805,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Paket Meeting dalam rangka mendukung Pelaporan Kinerja,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,69975000
Penyedia,Jasa Konsultansi,63184652,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001625 - Belanja Jasa Konsultan - Jasa Konsultan Survei Komunikasi Publik - Monitoring dan Evaluasi Pelaksanaan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,152244000
Swakelola,-,43007453,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyusunan Peraturan Tentang Jabatan Fungsional binaan Komdigi,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,117878000
Penyedia,Jasa Lainnya,66470358,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Videowall Ruang Rapat Pimpinan Lt. 7 Gedung Komdigi TA 2026,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,628000000
Swakelola,-,41647415,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA SURABAYA,Tidak,APBN,2026,696394000
Swakelola,-,43043177,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Asistensi dan Pelatihan Teknis Pemanfaatan Platform,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,394765000
Swakelola,-,42972442,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pembiayaan Penyelesaian Kerugian Negara di Lingkungan Kementerian Komdigi,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,144540000
Penyedia,Barang,65335881,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001662 - Belanja Bahan - Penggandaan Materi - Diseminasi Informasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,829000
Swakelola,-,41889308,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001591 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian Fullboard - Meet Up Media Baru,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,3900000
Swakelola,-,42530478,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa Peningkatan dan Kinerja Pegawai Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Tidak,APBN,2026,46350000
Penyedia,Barang,62307203,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Pakaian Dinas,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I TANGERANG,Ya,APBN,2026,67200000
Penyedia,Barang,65370719,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002195 - Belanja Bahan - Media Kit Rapat Evaluasi - Monitoring dan Evaluasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,26700000
Penyedia,Jasa Konsultansi,66170831,Seleksi,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Konsultan Penyusunan Kajian Sistem Digital Tracking Nasional,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,843000000
Swakelola,-,43030363,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota Koordinasi Penilaian Sertifikasi/Surveilance ISO 27701 (Sistem Manajemen Informasi Privasi),DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,176385000
Penyedia,Jasa Lainnya,64530899,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Sistem MICT,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,200000000
Swakelola,-,43164339,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Listrik dan Internet Transportable,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II LAMPUNG,Tidak,APBN,2026,36000000
Swakelola,-,43007703,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelaksanaan dan Pendampingan RB dan Pelayanan Publik,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,293180000
Penyedia,Jasa Lainnya,66597235,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PMO Pembangunan Aplikasi Superapps,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66745159,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas - Penyusunan Buku Program Gerakan Menuju Provinsi Cerdas,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,69156000
Swakelola,-,41533421,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Kegiatan Koordinasi dan Konsultasi Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Tidak,APBN,2026,2500000
Penyedia,Barang,65562548,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Pengadaan ATK, Toner, Bahan",BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Ya,APBN,2026,400000000
Penyedia,Jasa Lainnya,66502029,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Paket Pengadaan Sewa Kendaraan Dinas Jabatan Anggota KPI Pusat dan Sekretaris KPI untuk bulan Juni s.d. Desember 2026,KOMISI PENYIARAN INDONESIA,Ya,APBN,2026,940750000
Penyedia,Barang,63519966,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Operasional Lainnya,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MEDAN,Ya,APBN,2026,81414000
Penyedia,Jasa Lainnya,66466262,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Pompa Kantor Pusat Kementerian Komunikasi dan Digital ,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,35520000
Penyedia,Jasa Lainnya,62243503,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PEMELIHARAAN  GEDUNG,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I BANDUNG,Ya,APBN,2026,369879000
Penyedia,Jasa Lainnya,65932345,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,2 PJLP Pengelola Keuangan Bulan Maret s.d. Desember 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,146139040
Swakelola,-,42497408,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000931 - Belanja Jasa Profesi - Honor Narasumber Es. II atau yang disetarakan - Rancangan Peraturan Menteri Komdigi terkait Pengembangan Kemitraan Komunikasi Strategis,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,18000000
Penyedia,Jasa Lainnya,65846780,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Keperluan Sehari-Hari Perkantoran KPI Pusat untuk Tahun Anggaran 2026,KOMISI PENYIARAN INDONESIA,Ya,APBN,2026,387600000
Penyedia,Barang,62503836,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Keperluan Perkantoran,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MANADO,Ya,APBN,2026,58402000
Penyedia,Barang,62490704,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan  Hosting dan Domain,SEKRETARIAT DEWAN PERS,Ya,APBN,2026,3200000
Penyedia,Jasa Lainnya,63514484,Penunjukan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Internet (perangkat transportable) Balai Monitor Spektrum Frekuensi Radio Kelas II Merauke,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MERAUKE,Ya,APBN,2026,9360000
Penyedia,Jasa Lainnya,65373182,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000844 - Belanja Jasa Lainnya - Penyiaran ILM di Radio Lokal - Media Elektronik Televisi dan Radio,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,255000000
Penyedia,Barang,66474133,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PENGADAAN MAKANAN/MINUMAN PENAMBAH DAYA TAHAN TUBUH,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,1439394000
Penyedia,Barang,66183893,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya pengiriman surat Dinas Pos Pusat,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,15000000
Penyedia,Jasa Konsultansi,63184232,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001434 - Belanja Jasa Konsultan - Survey Kepuasan atau Persepsi Media - Monitoring dan Evaluasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,154000000
Penyedia,Jasa Lainnya,65718571,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002398 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting Fullboard - Monitoring Pelaksanaan Diseminasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,80480000
Penyedia,Barang,62503841,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Operasional Lainnya,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MANADO,Ya,APBN,2026,48000000
Penyedia,Barang,66087382,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Finalisasi Rancangan Peraturan ,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,3587000
Penyedia,Barang,65116398,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,041-Belanja Barang Non Operasional Lainnya-Konsumsi-Kegiatan Muspen Talk,MUSEUM PENERANGAN DI JAKARTA,Ya,APBN,2026,28848000
Penyedia,Barang,62386861,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Langganan Listrik,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,302000000
Penyedia,Barang,62490743,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Pengiriman Surat Dinas Pos Pusat kegiatan fasilitasi Uji Kompetensi Wartawan,SEKRETARIAT DEWAN PERS,Ya,APBN,2026,850000
Penyedia,Barang,63764319,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pembuatan Buku Laporan Kinerja Instansi Pemerintah Balai Monitor SFR Kelas II Bengkulu,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BENGKULU,Ya,APBN,2026,10000000
Penyedia,Jasa Lainnya,66090167,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Lisensi Grammarly,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,2500000
Penyedia,Barang,66126941,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Non Operasional Lainnya,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,2400000
Penyedia,Jasa Lainnya,64505597,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Layanan Monitoring Isu Sensitif di Ruang Digital,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,1200000000
Swakelola,-,41455733,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"PELAKSANAAN PEMANTAUAN, PENGUKURAN DAN PENANGANAN GANGGUAN FREKUENSI RADIO LUAR KOTA",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SURABAYA,Tidak,APBN,2026,1156500000
Penyedia,Jasa Lainnya,62753311,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Jasa Pemeliharaan Peralatan Perkantoran,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MAKASSAR,Ya,APBN,2026,250551000
Swakelola,-,41997179,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Inspeksi Dalam Rangka Data Izin Stasiun Radio Luar Kota Transportasi Laut,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TERNATE,Tidak,APBN,2026,44380000
Penyedia,Barang,62659150,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penambah Daya tahan Tubuh Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Ya,APBN,2026,162000000
Penyedia,Barang,65116144,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,096-Belanja Keperluan Perkantoran-Operasional Perkantoran dan Pimpinan-Langganan Internet,MUSEUM PENERANGAN DI JAKARTA,Ya,APBN,2026,120000000
Penyedia,Barang,66106038,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Peralatan Perkantoran Balai Monitor Spektrum Frekuensi Radio Kelas II Merauke,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MERAUKE,Ya,APBN,2026,55793000
Penyedia,Jasa Lainnya,65368204,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000002 - Belanja Bahan - Konsumsi - Penyusunan Rancangan Peraturan Menteri tentang Layanan Komunikasi dan Informasi Publik Berbasis Digital bagi Penyandang Disabilitas,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1849000
Penyedia,Barang,65116167,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,126-Belanja Pemeliharaan Peralatan dan Mesin-Biaya Pemeliharaan dan Operasional Kendaraan Roda 2,MUSEUM PENERANGAN DI JAKARTA,Ya,APBN,2026,3000000
Swakelola,-,43022650,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penertiban penyelenggaraan Pos,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,1624453000
Swakelola,-,43040637,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,28040000
Swakelola,-,43135636,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,SOSIALISASI PENGGUNA FREKUENSI RADIO DALAM KOTA MAMUJU,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,29613000
Penyedia,Jasa Lainnya,62158710,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Jaringan Internet Kantor,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Ya,APBN,2026,279840000
Swakelola,-,41871348,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa ( SOSIALISASI/WORKSHOP BIDANG INFRASTRUKTUR DIGITAL ),BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Tidak,APBN,2026,7500000
Penyedia,Jasa Lainnya,63185105,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001767 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Transport dari/ke Bandara - PP - Forum Tatap Muka,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,10240000
Penyedia,Jasa Lainnya,62541763,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,General Medical Check Up,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Ya,APBN,2026,298000000
Swakelola,-,43126001,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelaksanaan Kegiatan Penertiban Pengguna Frekuensi Radio Dalam Kota,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,11480000
Penyedia,Jasa Lainnya,63184193,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001426 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota - Transportasi - Rapat Agenda Setting Redaksi Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,33125000
Penyedia,Jasa Lainnya,62658779,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Outsource OB,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I TANGERANG,Ya,APBN,2026,324000000
Swakelola,-,42490479,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan dan Kalibrasi Alat Monitoring ,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALANGKARAYA,Tidak,APBN,2026,9764000
Penyedia,Barang,63566281,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyusunan Laporan Kinerja Instansi (LAKIN),BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MATARAM,Ya,APBN,2026,31500000
Penyedia,Jasa Lainnya,66251531,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,100000000
Penyedia,Barang,65812282,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Belanja Sewa Gedung, Tenda, Kursi, dll",SEKOLAH TINGGI MULTI MEDIA MMTC YOGYAKARTA,Ya,APBN,2026,41400000
Penyedia,Barang,65116005,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,059-Belanja Barang Non Operasional Lainnya-Belanja Bahan Perlengkapan Konservasi dan Restorasi,MUSEUM PENERANGAN DI JAKARTA,Ya,APBN,2026,50000000
Penyedia,Jasa Lainnya,63184884,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001918 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting Fullboard,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,32880000
Penyedia,Jasa Lainnya,63300271,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Perencanaan dan Penganggaran Program Kerja Itjen Berdasarkan Evaluasi,INSPEKTORAT JENDERAL,Ya,APBN,2026,3591000
Swakelola,-,42717157,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002328 - Belanja Perjalanan Dinas Luar Kota - Uang Harian - Produksi Konten terkait Pengelolaan Komunikasi Publik Terkait Ketahanan Pangan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,20000000
Swakelola,-,43043189,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyusunan Ketentuan Teknis Pemanfaatan Platform,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,231610000
Penyedia,Barang,66088586,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Penilaian Kinerja JF,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,1769000
Swakelola,-,43192619,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Persiapan Pemantauan Pemanfaatan, Pemeliharaan dan Evaluasi SMFR",DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,343404000
Penyedia,Barang,64599729,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Konsumsi tamu-tamu (aqua galon guesthouse),SEKOLAH TINGGI MULTI MEDIA MMTC YOGYAKARTA,Ya,APBN,2026,5220000
Penyedia,Barang,62679649,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Pemeliharaan Peralatan dan Mesin,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,714000000
Penyedia,Barang,62679664,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Penambah Daya Tahan Tubuh,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,285000000
Swakelola,-,42801099,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001362 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Pertemuan Pemimpin Redaksi Media Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,49200000
Swakelola,-,42378648,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002253 - Belanja Honor Operasional Satuan Kerja - Staf KPA (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,19440000
Penyedia,Jasa Konsultansi,66876003,Seleksi,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Konsultan Peta Jalan Exit Strategi Infrastruktur BAKTI (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,557200000
Swakelola,-,42248032,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,POLIKLINIK DAN PENGADAAN OBAT - OBATAN,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BANDA ACEH,Tidak,APBN,2026,118300000
Penyedia,Jasa Lainnya,62614331,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Lokasi Transportable Tg. Pinang dan Kab. Natuna,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Ya,APBN,2026,93500000
Swakelola,-,42078531,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Layanan Dukungan Teknis UPT Balmon Palu,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALU,Tidak,APBN,2026,56902000
